username,comment,videoid,title,views,likes,dislikes,polarity,label
Rogue Roller 69,"The last actually good rewind
Reason : the last one pewdiepie was in",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.2333333333333333,positive
Neno Ilic,The sidemen have to be in the 2019 YouTube rewind,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
random dog,If Minecraft isn’t in YouTube rewind 2019 then I’ll jump off a cliff,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
sea viper,Wish we could turn back time.. To the good ol' days,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.35,positive
oOferGang xD,"YouTube in YouTube rewind 2019: “Last rewind we made something that you didn’t like. So this year let’s make something you DID like.”

Me: looking how bad YouTube rewind 2019 is then coming back to this beautiful creation",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.03750000000000003,positive
Dipqi Ghozali,BETTER THAN 2017 & 2018 !!!!,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,1.0,positive
vRewind,"Suggestion cause you all probably listen:



Make 2020 like this",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Tim,If there isn’t pewds in 2019 I’m quitting YouTube,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Taylor Playz,MORESIDEMEN FANS LIKE👇🏻,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
lakshya dhama,Who is here after 2019 worst rewind to appreciate this one,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-1.0,negative
KemitDaDawg,I came here to refresh my eyes after watching the 2018 one,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Axel Chacon.R,Like si te lo recomendó YouTube en 2020,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Predo Child,"how to get a lot of likes under your comment? :

all you have to do is write something nostalgic and offend YT rewind 2019",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.5,negative
The Dark Knight,One of the rare rewinds that don't have more dislikes than likes.,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.4,positive
FDHappy,"2019 should have PewDiePies 100mio subs, the comeback of Minecraft and old Town Road. And creeper aw man. Don't forget that 😂",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.1,positive
juice,This is a lot better than the 2018 rewind R.I.P,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.5,positive
The Gustavo,Like si quieres que el YouTube rewind debería ser haci otra vez,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Nemo,"Who’s her from sidemen video



Me👇🏽😝😝",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Ryder,"When you look back at old YouTube rewinds and be like ""Oh duh bottle flips....""",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.06666666666666667,negative
Dangamer89OMG,like si viste al rubius :v,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Gaurav Mehta,The good old days when fortnite never existed,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.39999999999999997,positive
Yara Abinassif,Who came to watch this after watching the 2019 rewind?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Bobbycat GT,I wonder how will 2019 rewind will be...Probably Worse lol,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.2,positive
Dipalee Tulaskar,Here after 2019 crappy rewind,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
grace diane.,"i actually loved this one. & considering i’m commenting this in 2019, i can safely say i’ve seen the true gates of youtube rewind hell-",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.5166666666666666,positive
CuteWitoPotato,"When Rewinds were actually good
-Pewdiepie
-Dan and Phil (Phan)
-No Paul brothers 
-Youtubers that we actually know
-Memes
-Decent music
-makes sense and isn’t completely cringe",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.24166666666666664,positive
MECHA Martin,"This one is literally far better than 2018 and 2019 

What you expect is real and great than today",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.4,positive
retracted,Dwayne Johnson: The next JOJO antagonist.,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
TheZap,1:32 Eso es lo que dije cuando mire el YouTube Rewind 2019,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
B l e a c h e d,"Who's here after being disappointed by YouTube 2019?! 
SUB 2 PewDiePie!!",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-1.0,negative
Myrto p,Im just liking every comment that talks about how trashy the 2018 rewind was,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Byganesh,who's here crying at this because 2016 was the best year of the entire humanity,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.26666666666666666,positive
coquibear gacha,Why couldn't they do something like this for 2019?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Wesley Mcspadden,"What a coincidence when after they hired a different Director, that the rewinds After this one gotten worse and worse.",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.26666666666666666,negative
muhamad Kathrada,When YouTube rewind was actually good,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.7,positive
Selim Eren,No fortnite no ninja no K-pop no 2018 good old 2016 RIP,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.39999999999999997,positive
mona,"Who came here after 2019 rewind? 
What do you think of 2019 rewind?",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Olive UwU,"Bet, YouTube Rewind
Songs:
Senorita
Old town road
Creeper aw man I think
Trends:
wait...
idk 
to tired to care about trends in 2019",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.15000000000000002,negative
Anzei Mitsuing,This is a kinda weird question but who is watching in  2020?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.5,negative
gianina daly Rojas,"This is a rewind😏
Not 2019 . 



Bye",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Roseローズ,"2016 : actually good
2017 : actually average
2018 : actually cringe 
2019 : ah sh!t , here we go again",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.18333333333333332,positive
Sylvie Kokoa,"2:46 besides willyrex, everyone’s controllers were turned off lol",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.8,positive
ollie cribb,Who else be watching these to get ready for this year's one,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.2,positive
Fanny Montañez,"Sin duda, este mejor que el de 2019.",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
That Kidd,This rewind actually has more likes than dislikes,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.25,positive
ShyGuy,".Good music
.Not a bunch of cringe
.No political message

Just how it should be",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Harry Matlock,The last good rewind no high hopes for 2019,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.20666666666666667,positive
Pamela UwU,Por qué YT me recomienda esto en 2019?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
00Farhan00,Pray for 2020🥺🥺,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Kevin Fire random,Donde quedaron estos rewin like si los extrañas,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
BPstuff,Honestly this was the last decent YouTube Rewind,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.25555555555555554,positive
lulu melo,"Español?
2019??👍",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Spider Red,I came here from rewind 2019😢😢,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
kizuna nanimations,1:41 behold our legend,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Popcorn Eatz,"No one



Not a single living soul:


""I KNOW ALL THESE ""Youtubers""



(Disclaimer i dont even know if most of them are youtubers or not :/)",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.09523809523809523,positive
abby jones,"lmao

2016: 500k dislikes in 2 years
2018: 13mil dislikes in 2weeks",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.6,positive
Osmel Alexander Polanco Vargas,"2016: juegagerman and pewdiepie                   
2019: badabun and t series",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Khmer Global Karaoke,"If the rewinds has less dislikes




They were very good",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.37166666666666665,positive
harley quinn,Ah yes the year when everyone was Harley Quinn,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Joy Chowdhury,3:44 EVEN BACK THEN WASSABI STILL LOOKED LIKE A CLOWN 🤣🤣🤣🤣,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Cameogtricky,I guess you just got disappointed by rewind 2018,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.75,negative
Lil Abdulnoodles,"2016: this rewind is kinda whack 

2020: god take me back to the good times",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.35,positive
Jecjec Benter,"uhm before Youtube Rewind 2019 is released, I just wanna say, this would still be the most decent one😂",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.3333333333333333,positive
Tianna Mars,After watching 2019 I came back to this and it actually has more likes and dislikes and it starts with a fanny pack,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.16666666666666666,positive
Satins glabella,Daniel Howell better get a highlight in 2019 rewind and Shane Dawson,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.5,positive
shnoosh,"remember when we all thought  this was terrible?





none of us knew what came the year after.",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-1.0,negative
Bee Diverse,"Ideas for Youtube 2019 rewind 
Stan lee
Stephen Hilburg
Endgame 
Pewdiepie",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Narva,When Youtube rewind was a real rewind,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.2,positive
gavin invictus,"""2:45 BEGIN!!!""",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
August Childers,"Oh god I remember when I was like “this is really bad”. Oh honey, you’ve got a big storm comin",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.3499999999999999,negative
CharmanderTC,"20% of comments:
Actually in 2016


80% of comments: 
Here I escape the depths of hell which is called YouTube Rewind 2018",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
MaxRyn,Anyone here from moresidemen😂,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Molly Siegel,im here after 2019 (watchmojo),Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Abril Albarracín,2019 : missasinfonia plis,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
VEREST,С новым 2020 годом 31.12.2019 !23 : 41!,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Taz Network,everyone’s here cus it’s way better than the 2017 one haha,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.35,positive
Christianz Creationz,"This is what youtube rewind was about😭 
This was always the best",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,1.0,positive
Tiffany Playz,"Need to be 2019 rewind:
PewDiePie
Mr Beast
James Charles (background music bad guy by Billie Eilish)
Fake Alien For the Area 51 ""raid"" (naruto runs past James charles)
Kylie Jenner (make sure she says rise and shine)
Etc (I can't think of anymore, but if you can... reply to this comment!)",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.21499999999999994,negative
Maleeh KT,"This makes me feel good, after seeing the YouTube rewind 2019!",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.875,positive
henryplaysallday,"Me: Hey wanna see YT rewind 2018? 
Others: F NO MATE",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Cosmico,"YouTube rewind 2016: 532k dislikes in 2 years

YouTube rewind 2018: 5.9M dislikes in 2 days",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Darzoft,"Nobody: nostalgic.
Me: ok boomer",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Reliq shubi,Who else thinks this was the best rewind yet,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,1.0,positive
ISAACPLAYS 11,Who’s here after watching the sidemen Saturday video,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
ArySilvi 98,Who remember this beautiful moments..?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.85,positive
AwesomeGuy Peter,Who Came Here after Youtube Rewind 2017?:)😂,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
TheDeadMeme27,"Guys I'm from the future. you have to trust me, okay? 
now listen, 2019 YT rewind was absolutely and unbelievably horrible. please save yourself from the unseeable.",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.07500000000000001,negative
FJR AR,"2:58 ""Hodor, hold the door""",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Tankyy,When times were simpler 😢,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Jin,Uhm I hope 2019's YT Rewind would have the same amount if likes and dislikes periodt.,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Esra Marwa,"It gets worse an worse every year... im scared for 2019...


Ps I'm a small YouTuber  :)",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.1375,negative
Itz Yadi,Dude in my opinion this is the best rewind YouTube has ever made so far,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.55,positive
groggy 14,Who else went here to check the answer for the video on MoreSidemen?,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Blazing Phantom,"At least better than 2018






I'm thinking how would be the 2019 rewind",Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.1,positive
KageYT,came from sidemen,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
Gema Diaz,:( A good rewind no like the 2019 🤮🤮,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,-0.025000000000000022,negative
JOSE FRANCISCO LUCIO TORRES,Lo veo en 2020 purque me siento muy desepcionada del del 2019 f :'v,Rewind 2016,YouTube Rewind: The Ultimate 2016 Challenge | #YouTubeRewind,236654813,3904159,563822,0.0,neutral
